normalized_player,normalized_full_name,full_name,height_cm,weight_kg,preferred_foot,weak_foot,dob,club_contract_valid_until,birth_year_x,#OPA,#OPA/90,+/-,+/-90,/90,1/3,1/3_stats_possession,2CrdY,90s,90s_stats_defense,90s_stats_gca,90s_stats_keeper,90s_stats_keeper_adv,90s_stats_misc,90s_stats_passing,90s_stats_passing_types,90s_stats_playing_time,90s_stats_possession,90s_stats_shooting,A-xAG,Age,Age_stats_defense,Age_stats_gca,Age_stats_keeper,Age_stats_keeper_adv,Age_stats_misc,Age_stats_passing,Age_stats_passing_types,Age_stats_playing_time,Age_stats_possession,Age_stats_shooting,Ast,Ast_stats_passing,Att,Att (GK),Att 3rd,Att 3rd_stats_possession,Att Pen,Att_stats_defense,Att_stats_keeper_adv,Att_stats_passing_types,Att_stats_possession,AvgDist,AvgLen,Blocks,Blocks_stats_defense,Born,Born_stats_defense,Born_stats_gca,Born_stats_keeper,Born_stats_keeper_adv,Born_stats_misc,Born_stats_passing,Born_stats_passing_types,Born_stats_playing_time,Born_stats_possession,Born_stats_shooting,CK,CK_stats_keeper_adv,CPA,CS,CS%,Carries,Clr,Cmp,Cmp%,Cmp%_stats_keeper_adv,Cmp_stats_keeper_adv,Cmp_stats_passing_types,Comp,Comp_stats_defense,Comp_stats_gca,Comp_stats_keeper,Comp_stats_keeper_adv,Comp_stats_misc,Comp_stats_passing,Comp_stats_passing_types,Comp_stats_playing_time,Comp_stats_possession,Comp_stats_shooting,Compl,CrdR,CrdR_stats_misc,CrdY,CrdY_stats_misc,Crs,CrsPA,Crs_stats_misc,D,Dead,Def,Def 3rd,Def 3rd_stats_possession,Def Pen,Dis,Dist,Err,FK,FK_stats_keeper_adv,FK_stats_passing_types,Fld,Fld_stats_misc,Fls,G+A,G+A-PK,G-PK,G-xG,G/Sh,G/SoT,GA,GA90,GA_stats_keeper_adv,GCA,GCA90,Gls,Gls_stats_shooting,In,Int,Int_stats_misc,KP,L,Launch%,Live,Live_stats_possession,Lost,Lost_stats_misc,MP,MP_stats_keeper,MP_stats_playing_time,Mid 3rd,Mid 3rd_stats_possession,Min,Min%,Min_stats_keeper,Min_stats_playing_time,Mis,Mn/MP,Mn/Start,Mn/Sub,Nation,Nation_stats_defense,Nation_stats_gca,Nation_stats_keeper,Nation_stats_keeper_adv,Nation_stats_misc,Nation_stats_passing,Nation_stats_passing_types,Nation_stats_playing_time,Nation_stats_possession,Nation_stats_shooting,OG,OG_stats_keeper_adv,Off,Off_stats_misc,On-Off,Opp,Out,PK,PKA,PKA_stats_keeper_adv,PK_stats_shooting,PKatt,PKatt_stats_keeper,PKatt_stats_shooting,PKcon,PKm,PKsv,PKwon,PPA,PPM,PSxG,PSxG+/-,PSxG/SoT,Pass,PassDead,PassLive,Player,Pos,Pos_stats_defense,Pos_stats_gca,Pos_stats_keeper,Pos_stats_keeper_adv,Pos_stats_misc,Pos_stats_passing,Pos_stats_passing_types,Pos_stats_playing_time,Pos_stats_possession,Pos_stats_shooting,PrgC,PrgC_stats_possession,PrgDist,PrgDist_stats_possession,PrgP,PrgP_stats_passing,PrgR,PrgR_stats_possession,Rec,Recov,Rk,Rk_stats_defense,Rk_stats_gca,Rk_stats_keeper,Rk_stats_keeper_adv,Rk_stats_misc,Rk_stats_passing,Rk_stats_passing_types,Rk_stats_playing_time,Rk_stats_possession,Rk_stats_shooting,SCA,SCA90,Save%,Saves,Sh,Sh/90,Sh_stats_defense,Sh_stats_gca,SoT,SoT%,SoT/90,SoTA,Squad,Starts,Starts_stats_keeper,Starts_stats_playing_time,Stp,Stp%,Str,Subs,Succ,Succ%,Sw,TB,TI,TO,Thr,Tkl,Tkl%,Tkl+Int,TklW,TklW_stats_misc,Tkld,Tkld%,TotDist,TotDist_stats_possession,Touches,W,Won,Won%,id,last_evaluation,market_value,np:G-xG,npxG,npxG+xAG,npxG/Sh,npxG_stats_shooting,onG,onGA,onxG,onxGA,success,unSub,value_updated,xA,xAG,xAG_stats_passing,xG,xG+/-,xG+/-90,xG+xAG,xG_stats_shooting,birth_year_y
tanguy coulibaly, tanguy coulibaly, Tanguy Coulibaly,179,78,Left,3 ,2001-02-18,2026,2001,,,-29,-1.76,,8,26,1,16.5,16.5,16.5,,,16.5,16.5,16.5,16.5,16.5,16.5,-1.3,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,0,0,372,,4,272,65,33,,372,54,,,12,18,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,4,,20,,,328,3,292,78.5,,,292,fr Ligue 1,fr Ligue 1,fr Ligue 1,,,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,7,2,2,4,4,21,2,21,,22,2,13,95,7,31,15.4,1,0,,0,7,21,45,3,0.18,3,-0.5,0.1,0.23,,,,3,0.19,3,3,1,11,11,18,,,350,583,19,23,25,,25,15,228,1485,48.5,,1485,51,59,79.0,19.0,fr FRA,fr FRA,fr FRA,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,0,,0,3,-0.21,,0,0,,,0,0,,0,1,,,0,5,0.48,,,,16,1,26,Tanguy Coulibaly,"FW,MF","FW,MF","FW,MF",,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",48,48,626,1195,20,20,97,97,370,70,620,620,620,,,620,620,620,765,620,620,45,2.9,,,30,1.82,2,6,13,43.3,0.79,,Montpellier,17,,17,,,0,8,29,53.7,0,2,6,3,,32,42.4,43,24,24,20,37.0,3857,2483,583,,19,45.2,618425.0,2025-06-03,1500000.0,-0.5,3.5,4.8,0.12,3.5,10,39,13.9,29.0,True,2,True,1.0,1.3,1.3,3.5,-15.2,-0.98,0.31,3.5,2001
jordy makengo, jordy makengo basambundu, Jordy Makengo Basambundu,190,79,Left,3 ,2001-08-03,2028,2001,,,-6,-0.72,,12,7,0,8.3,8.3,8.3,,,8.3,8.3,8.3,8.3,8.3,8.3,-0.2,22.0,22.0,22.0,,,22.0,22.0,22.0,22.0,22.0,22.0,0,0,306,,1,109,3,16,,306,12,,,3,8,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,0,,1,,,203,29,242,79.1,,,242,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,5,0,0,1,1,25,5,25,,36,0,10,127,23,5,,0,0,,1,0,6,5,0,0.0,0,0.0,,,,,,1,0.12,0,0,0,7,7,2,,,268,393,6,6,19,,19,5,161,745,24.3,,745,11,39,87.0,12.0,fr FRA,fr FRA,fr FRA,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,0,,2,2,-0.8,,0,0,,,0,0,,0,0,,,0,5,1.84,,,,5,1,7,Jordy Makengo,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,9,9,879,382,15,15,35,35,228,26,1580,1580,1580,,,1580,1580,1580,1950,1580,1580,9,1.09,,,0,0.0,3,0,0,,0.0,,Freiburg,7,,7,,,0,12,4,33.3,0,0,35,1,,16,62.5,23,9,9,7,58.3,3945,1130,393,,5,45.5,815078.0,2025-06-05,6000000.0,0.0,0.0,0.2,,0.0,13,19,11.2,12.7,True,12,True,0.5,0.2,0.2,0.0,-1.4,-0.17,0.03,0.0,2001
youssef chermiti, youssef ramalho chermiti, Youssef Ramalho Chermiti,192,81,Right,3 ,2004-05-24,2027,2004,,,1,2.0,,1,0,0,0.5,0.5,0.5,,,0.5,0.5,0.5,0.5,0.5,0.5,0.0,20.0,20.0,20.0,,,20.0,20.0,20.0,20.0,20.0,20.0,0,0,11,,0,9,3,1,,11,1,,,0,0,2004.0,2004.0,2004.0,,,2004.0,2004.0,2004.0,2004.0,2004.0,2004.0,0,,0,,,7,0,6,54.5,,,6,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,0,0,0,1,1,1,0,1,,0,0,0,0,0,1,13.2,0,0,,0,0,1,1,0,0.0,0,-0.1,0.0,0.0,,,,0,0.0,0,0,0,0,0,0,,,11,15,1,1,4,,4,0,6,45,1.3,,45,0,11,,11.0,pt POR,pt POR,pt POR,,,pt POR,pt POR,pt POR,pt POR,pt POR,pt POR,0,,0,2,2.08,,0,0,,,0,0,,0,0,,,0,0,0.5,,,,0,0,0,Youssef Chermiti,"FW,MF","FW,MF","FW,MF",,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",0,0,14,2,1,1,6,6,13,0,543,543,543,,,543,543,543,666,543,543,0,0.0,,,3,6.0,0,0,1,33.3,2.0,,Everton,0,,0,,,0,4,1,100.0,0,0,0,0,,0,0.0,0,0,0,0,0.0,78,21,15,,2,66.7,670688.0,2025-05-30,8000000.0,-0.1,0.1,0.1,0.04,0.1,1,0,0.7,0.4,True,10,True,0.0,0.0,0.0,0.1,0.2,0.47,0.22,0.1,2004
jordan lefort, jordan lefort, Jordan Lefort,184,81,Left,3 ,1993-08-09,2026,1993,,,-21,-0.62,,89,6,0,34.0,34.0,34.0,,,34.0,34.0,34.0,34.0,34.0,34.0,-0.1,30.0,30.0,30.0,,,30.0,30.0,30.0,30.0,30.0,30.0,1,1,1749,,1,87,19,44,,1749,17,,,21,56,1993.0,1993.0,1993.0,,,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,0,,0,,,1196,206,1446,82.7,,,1446,fr Ligue 1,fr Ligue 1,fr Ligue 1,,,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,34,0,0,3,3,12,4,12,,90,1,42,1304,335,2,12.9,3,1,,80,1,15,14,1,0.03,0,-0.6,0.0,0.0,,,,1,0.03,0,0,0,32,32,10,,,1649,2144,14,28,34,,34,9,765,3060,100.0,,3060,16,90,90.0,,fr FRA,fr FRA,fr FRA,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,0,,10,1,,,0,0,,,0,0,,0,1,,,0,11,1.06,,,,19,0,23,Jordan Lefort,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,6,6,12926,4191,89,89,13,13,1420,110,1466,1466,1466,,,1466,1466,1466,1810,1466,1466,26,0.76,,,9,0.26,37,1,1,11.1,0.03,,Angers,34,,34,,,0,0,8,47.1,9,5,5,0,,52,68.2,84,30,30,7,41.2,27893,6463,2144,,40,58.8,,,,-0.6,0.6,1.6,0.06,0.6,32,53,36.0,57.8,False,0,,1.2,1.1,1.1,0.6,-21.8,-0.64,0.05,0.6,1993
joel ward, joel edward philip ward, Joel Edward Philip Ward,188,83,Right,3 ,1989-10-29,2025,1989,,,1,1.27,,0,0,0,0.8,0.8,0.8,,,0.8,0.8,0.8,0.8,0.8,0.8,0.0,34.0,34.0,34.0,,,34.0,34.0,34.0,34.0,34.0,34.0,0,0,24,,0,1,0,0,,24,1,,,1,0,1989.0,1989.0,1989.0,,,1989.0,1989.0,1989.0,1989.0,1989.0,1989.0,0,,0,,,15,3,14,58.3,,,14,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,0,0,0,1,1,0,0,0,,0,0,0,17,3,0,,0,0,,0,0,0,4,0,0.0,0,0.0,,,,,,0,0.0,0,0,0,0,0,1,,,24,32,0,0,2,,2,2,15,71,2.1,,71,0,36,70.0,1.0,eng ENG,eng ENG,eng ENG,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0,,0,0,1.29,,0,0,,,0,0,,0,0,,,0,0,3.0,,,,0,0,1,Joel Ward,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,0,0,77,15,1,1,1,1,16,7,2747,2747,2747,,,2747,2747,2747,3378,2747,2747,1,1.27,,,0,0.0,0,0,0,,0.0,,Crystal Palace,1,,1,,,0,1,0,0.0,0,0,0,0,,2,,2,0,0,1,100.0,306,43,32,,1,100.0,92572.0,2025-05-30,500000.0,0.0,0.0,0.0,,0.0,3,2,1.1,1.4,True,18,True,0.0,0.0,0.0,0.0,-0.3,-0.37,0.06,0.0,1989
mattia felici, mattia felici, Mattia Felici,181,70,Right,3 ,2001-04-17,2027,2001,,,-3,-0.29,,12,18,0,10.3,10.3,10.3,,,10.3,10.3,10.3,10.3,10.3,10.3,2.0,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,3,3,277,,2,202,37,11,,277,57,,,14,10,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,12,,19,,,259,7,188,67.9,,,188,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,1,0,0,1,1,25,0,25,,20,0,8,76,13,10,12.8,1,0,,1,1,17,18,3,0.29,0,-0.6,0.0,0.0,,,,4,0.39,0,0,6,7,7,10,,,255,422,7,10,20,,20,7,151,925,27.0,,925,26,46,71.0,26.0,it ITA,it ITA,it ITA,,,it ITA,it ITA,it ITA,it ITA,it ITA,it ITA,0,,2,4,0.18,,5,0,,,0,0,,0,1,,,0,3,0.85,,,,10,3,18,Mattia Felici,"MF,FW","MF,FW","MF,FW",,,"MF,FW","MF,FW","MF,FW","MF,FW","MF,FW","MF,FW",39,39,863,962,19,19,75,75,280,51,882,882,882,,,882,882,882,1085,882,882,31,3.02,,,10,0.97,0,1,6,60.0,0.58,,Cagliari,9,,9,,,0,11,19,33.3,2,0,7,8,,17,36.4,24,12,12,30,52.6,2525,1802,422,,7,41.2,600041.0,2025-03-25,3000000.0,-0.6,0.6,1.6,0.06,0.6,10,13,11.2,15.1,True,17,True,0.7,1.0,1.0,0.6,-3.9,-0.38,0.16,0.6,2001
javier manquillo, javier manquillo gaitan, Javier Manquillo Gaitán,178,76,Right,3 ,1994-05-05,2025,1994,,,-3,-0.52,,22,5,0,5.7,5.7,5.7,,,5.7,5.7,5.7,5.7,5.7,5.7,0.0,30.0,30.0,30.0,,,30.0,30.0,30.0,30.0,30.0,30.0,0,0,373,,0,31,1,10,,373,1,,,5,5,1994.0,1994.0,1994.0,,,1994.0,1994.0,1994.0,1994.0,1994.0,1994.0,0,,1,,,248,14,335,89.8,,,335,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,0,0,0,1,1,3,0,3,,15,0,4,161,20,0,,0,0,,9,0,1,9,0,0.0,0,0.0,,,,,,0,0.0,0,0,0,7,7,0,,,358,413,8,8,10,,10,3,222,515,15.1,,515,1,52,63.0,26.0,es ESP,es ESP,es ESP,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,0,,0,0,-0.68,,0,0,,,0,0,,0,0,,,0,2,1.0,,,,2,0,1,Javier Manquillo,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,3,3,1582,454,24,24,5,5,312,18,1608,1608,1608,,,1608,1608,1608,1981,1608,1608,1,0.18,,,0,0.0,3,0,0,,0.0,,Celta Vigo,7,,7,,,0,3,0,0.0,0,1,6,0,,7,20.0,14,5,5,1,100.0,5537,1017,413,,5,38.5,162029.0,2024-12-27,1800000.0,0.0,0.0,0.0,,0.0,8,11,8.0,6.8,True,5,True,0.1,0.0,0.0,0.0,1.2,0.21,0.0,0.0,1994
florent hanin, florent olivier sylvain hanin, Florent Olivier Sylvain Hanin,177,73,Left,3 ,1990-02-04,2025,1990,,,-16,-0.54,,93,38,0,29.7,29.7,29.7,,,29.7,29.7,29.7,29.7,29.7,29.7,0.1,34.0,34.0,34.0,,,34.0,34.0,34.0,34.0,34.0,34.0,2,2,1654,,7,448,18,71,,1654,23,,,28,31,1990.0,1990.0,1990.0,,,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,0,,3,,,904,99,1282,77.5,,,1282,fr Ligue 1,fr Ligue 1,fr Ligue 1,,,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,21,0,0,2,2,107,21,107,,294,2,45,697,115,7,21.2,2,0,,46,3,35,16,3,0.1,1,0.1,0.09,1.0,,,,9,0.3,1,1,0,47,47,25,,,1345,1965,32,28,33,,33,17,837,2672,87.3,,2672,27,81,85.0,21.0,dz ALG,dz ALG,dz ALG,,,dz ALG,dz ALG,dz ALG,dz ALG,dz ALG,dz ALG,0,,15,1,0.62,,0,0,,,0,0,,0,0,,,0,37,1.09,,,,21,6,48,Florent Hanin,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,48,48,8837,2309,99,99,108,108,1113,132,1125,1125,1125,,,1125,1125,1125,1386,1125,1125,60,2.02,,,11,0.37,10,1,1,9.1,0.03,,Angers,31,,31,,,0,2,11,47.8,9,2,248,0,,69,54.9,116,48,48,11,47.8,20970,4170,1965,,15,34.9,,,,0.1,0.9,2.8,0.09,0.9,30,46,33.8,52.4,False,1,,2.5,1.9,1.9,0.9,-18.6,-0.63,0.1,0.9,1990
mattia valoti, mattia valoti, Mattia Valoti,187,62,Right,3 ,1993-09-06,2025,1993,,,-1,-2.25,,0,0,0,0.4,0.4,0.4,,,0.4,0.4,0.4,0.4,0.4,0.4,0.0,30.0,30.0,30.0,,,30.0,30.0,30.0,30.0,30.0,30.0,0,0,19,,0,2,0,2,,19,0,,,0,2,1993.0,1993.0,1993.0,,,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,0,,0,,,7,2,12,63.2,,,12,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,0,0,0,1,1,0,0,0,,1,0,3,12,2,1,,0,0,,1,0,2,2,0,0.0,0,0.0,,,,,,0,0.0,0,0,0,0,0,0,,,18,27,2,1,5,,5,0,13,40,1.2,,40,0,8,,8.0,it ITA,it ITA,it ITA,,,it ITA,it ITA,it ITA,it ITA,it ITA,it ITA,0,,0,0,-1.18,,0,0,,,0,0,,0,0,,,0,0,1.0,,,,2,0,0,Mattia Valoti,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,0,0,60,16,0,0,0,0,12,3,2666,2666,2666,,,2666,2666,2666,3282,2666,2666,0,0.0,,,0,0.0,0,0,0,,0.0,,Monza,0,,0,,,0,5,0,,0,0,0,0,,3,0.0,3,3,3,0,,235,29,27,,0,0.0,167741.0,2025-06-02,900000.0,0.0,0.0,0.0,,0.0,0,1,0.4,1.5,True,16,True,0.0,0.0,0.0,0.0,-1.1,-2.38,0.0,0.0,1993
kamaldeen sulemana, kamaldeen sulemana, Kamaldeen Sulemana,175,70,Right,4 ,2002-02-15,2027,2002,,,-25,-1.6,,6,37,0,15.6,15.6,15.6,,,15.6,15.6,15.6,15.6,15.6,15.6,0.0,22.0,22.0,22.0,,,22.0,22.0,22.0,22.0,22.0,22.0,1,1,357,,8,301,59,15,,357,103,,,9,16,2002.0,2002.0,2002.0,,,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,0,,28,,,380,9,285,79.8,,,285,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,5,0,0,2,2,26,7,26,,2,0,9,92,17,25,18.6,0,0,,0,1,11,22,2,0.13,1,-0.5,0.03,0.13,,,,3,0.19,1,1,0,6,6,10,,,354,587,5,27,26,,26,5,219,1402,41.0,,1402,50,54,74.0,16.0,gh GHA,gh GHA,gh GHA,,,gh GHA,gh GHA,gh GHA,gh GHA,gh GHA,gh GHA,0,,1,3,-0.04,,0,0,,,0,0,,0,0,,,0,13,0.27,,,,12,1,15,Kamaldeen Sulemana,"FW,MF","FW,MF","FW,MF",,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",63,63,627,1620,27,27,87,87,410,63,2523,2523,2523,,,2523,2523,2523,3110,2523,2523,30,1.93,,,29,1.86,4,3,8,27.6,0.51,,Southampton,17,,17,,,0,9,39,37.9,2,0,2,10,,22,66.7,28,17,17,56,54.4,4101,3283,587,,13,32.5,746695.0,2025-05-30,13000000.0,-0.5,1.5,2.5,0.05,1.5,11,36,10.0,34.8,True,2,True,0.8,1.0,1.0,1.5,-24.7,-1.59,0.16,1.5,2002
timo becker, timo becker, Timo Becker,190,86,Right,3 ,1997-03-25,2025,1997,,,-24,-0.88,,38,26,0,27.2,27.2,27.2,,,27.2,27.2,27.2,27.2,27.2,27.2,1.2,27.0,27.0,27.0,,,27.0,27.0,27.0,27.0,27.0,27.0,2,2,1026,,5,142,28,46,,1026,26,,,26,30,1997.0,1997.0,1997.0,,,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,0,,1,,,588,110,794,77.4,,,794,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,23,0,0,2,2,22,4,22,,186,1,39,682,135,10,18.4,1,1,,41,0,9,9,2,0.07,0,-1.4,0.0,0.0,,,,8,0.29,0,0,0,17,17,6,,,840,1325,12,38,30,,30,9,519,2445,79.9,,2445,28,82,84.0,42.0,de GER,de GER,de GER,,,de GER,de GER,de GER,de GER,de GER,de GER,0,,0,0,0.14,,0,0,,,0,0,,0,0,,,0,9,0.73,,,,13,1,22,Timo Becker,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,28,28,5840,1709,57,57,38,38,684,98,271,271,271,,,271,271,271,330,271,271,30,1.1,,,17,0.63,17,4,4,23.5,0.15,,Holstein Kiel,28,,28,,,0,2,12,46.2,14,1,145,2,,53,73.9,70,33,33,14,53.8,15287,3394,1325,,31,44.9,282349.0,2025-06-05,1500000.0,-1.4,1.4,2.2,0.09,1.4,41,65,33.1,50.9,True,1,True,1.0,0.8,0.8,1.4,-17.8,-0.66,0.08,1.4,1997
james sands, james hoban sands, James Hoban Sands,186,73,Right,3 ,2000-07-06,"Jun 30, 2025",2000,,,1,0.2,,8,0,0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,0,0,204,,2,49,6,4,,204,1,,,5,5,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,0,,,119,8,155,76.0,,,155,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,4,0,0,1,1,2,0,2,,5,0,5,63,12,3,9.5,0,0,,5,0,5,11,0,0.0,0,-0.1,0.0,,,,,0,0.0,0,0,0,5,5,1,,,198,259,0,8,7,,7,8,148,453,14.8,,453,3,65,86.0,12.0,us USA,us USA,us USA,,,us USA,us USA,us USA,us USA,us USA,us USA,0,,1,1,0.68,,0,0,,,0,0,,0,0,,,0,3,1.0,,,,4,0,7,James Sands,"MF,DF","MF,DF","MF,DF",,,"MF,DF","MF,DF","MF,DF","MF,DF","MF,DF","MF,DF",0,0,644,146,16,16,6,6,152,21,2335,2335,2335,,,2335,2335,2335,2879,2335,2335,7,1.39,,,1,0.2,1,0,0,0.0,0.0,,St. Pauli,5,,5,,,0,2,1,100.0,2,0,0,0,,15,100.0,20,6,6,0,0.0,2286,413,259,,17,68.0,393321.0,2025-06-05,3000000.0,-0.1,0.1,0.1,0.05,0.1,5,4,4.4,4.9,True,0,True,0.1,0.0,0.0,0.1,-0.5,-0.1,0.01,0.1,2000
mathieu gorgelin, mathieu gorgelin, Mathieu Gorgelin,187,83,Left,2 ,1990-08-05,2025,1990,8.0,0.5,-9,-0.56,0.14,3,0,0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0,0,536,435.0,0,0,0,3,183.0,536,1,10.5,32.4,0,0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,1990.0,0,4.0,0,1.0,6.3,322,8,417,77.8,43.2,79.0,417,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,16,0,0,2,2,0,0,0,4.0,149,0,2,572,462,0,,2,0,0.0,50,0,2,0,0,0.0,0,0.0,,,33.0,2.06,33.0,0,0.0,0,0,0,0,0,0,7.0,32.9,385,576,1,2,16,16.0,16,0,4,1440,47.1,1440.0,1440,1,90,90.0,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,0,1.0,2,0,0.66,269.0,0,0,3.0,3.0,0,0,3.0,0,0,0.0,0.0,0,0,1.19,34.2,2.2,0.4,0,1,1,Mathieu Gorgelin,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,GK,0,0,7296,949,0,0,0,0,277,16,1043,1043,1043,60.0,60.0,1043,1043,1043,1292,1043,1043,2,0.12,63.4,50.0,0,0.0,0,0,0,,0.0,82.0,Le Havre,16,16.0,16,21.0,7.8,0,0,1,100.0,2,0,0,0,75.0,2,66.7,2,2,2,0,0.0,11316,1556,576,5.0,7,77.8,60543.0,2025-06-03,300000.0,0.0,0.0,0.0,,0.0,24,33,20.3,30.7,True,17,True,0.0,0.0,0.0,0.0,-10.4,-0.65,0.0,0.0,1990
sebastian walukiewicz, sebastian wiktor walukiewicz, Sebastian Wiktor Walukiewicz,188,80,Right,2 ,2000-04-05,2027,2000,,,-2,-0.11,,74,13,0,18.5,18.5,18.5,,,18.5,18.5,18.5,18.5,18.5,18.5,-0.3,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,0,0,938,,4,178,9,31,,938,22,,,13,21,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,0,,,557,60,761,81.1,,,761,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,9,0,0,6,6,24,5,24,,107,0,18,359,68,5,20.5,0,0,,14,0,7,29,0,0.0,0,-0.4,0.0,0.0,,,,1,0.05,0,0,0,18,18,4,,,827,1119,8,36,29,,29,16,593,1661,48.6,,1661,9,57,72.0,24.0,pl POL,pl POL,pl POL,,,pl POL,pl POL,pl POL,pl POL,pl POL,pl POL,0,,4,1,0.1,,0,0,,,0,0,,0,0,,,0,14,1.28,,,,13,0,15,Sebastian Walukiewicz,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,25,25,4435,1425,80,80,31,31,694,52,2742,2742,2742,,,2742,2742,2742,3373,2742,2742,16,0.87,,,6,0.33,8,1,1,16.7,0.05,,Torino,20,,20,,,0,9,6,27.3,3,0,93,0,,38,74.2,56,20,20,14,63.6,13048,2610,1119,,23,39.0,345458.0,2024-12-18,5000000.0,-0.4,0.4,0.7,0.07,0.4,17,19,14.9,23.5,True,5,True,0.6,0.3,0.3,0.4,-8.6,-0.47,0.04,0.4,2000
